City_ID,City,Country,Latitude,Longitude,Max Temperature,Humidity (%),Cloudiness,Wind Speed,Datetime (Local)
145,embi,KZ,48.8264,58.1442,7.94,49,100,2.1,1681954523
146,tabou,CI,4.423,-7.3528,25.42,90,100,2,1681954523
147,grande prairie,CA,55.1667,-118.8027,6.1,61,75,3.09,1681954524
148,west island,CC,-12.1568,96.8225,26.99,89,100,4.63,1681954524
149,antsiranana,MG,-12.2787,49.2917,25.12,80,62,5.04,1681954224
150,lihue,US,21.9789,-159.3672,27.47,68,40,7.2,1681954423
151,amungan,PH,15.3652,119.9582,30.51,66,5,3.83,1681954525
152,utrik,MH,11.2278,169.8474,26.8,77,96,7.89,1681954101
153,myshkin,RU,57.7897,38.4545,3.86,72,75,2.39,1681954526
154,talnakh,RU,69.4865,88.3972,-14.33,94,100,3.57,1681954318
155,georgetown,MY,5.4112,100.3354,25.96,94,40,2.06,1681954152
156,crane,US,31.3974,-102.3501,28.76,8,0,5.65,1681954061
157,tarinkot,AF,32.6268,65.8733,13.41,55,0,1.04,1681954527
158,salekhard,RU,66.53,66.6019,-7.93,92,100,1.95,1681954375
159,chinde,NP,26.8418,88.0763,24.4,28,0,2.37,1681954527
160,kuldiga,LV,56.974,21.9572,4.83,80,3,2.83,1681954528
161,salaqi,CN,40.5414,110.5108,10.98,15,98,2.24,1681954528
162,port mathurin,MU,-19.6833,63.4167,25.88,76,12,9.4,1681954529
163,ola,RU,59.5833,151.2833,1.69,87,98,4.02,1681954353
164,sinop,TR,41.7711,34.8709,8.72,98,99,1.57,1681954529
165,yemva,RU,62.59,50.8594,-2.65,98,98,1.56,1681954530
166,igarka,RU,67.4667,86.5833,-13.11,92,89,2.1,1681954346
167,zharkent,KZ,44.1628,80,8.02,36,44,2.48,1681954530
168,klyuchi,RU,52.2667,79.1667,-3.9,73,9,3.23,1681954383
169,baotou,CN,40.6522,109.8222,10.34,16,95,2.61,1681954531
170,fuvahmulah,,,,,,,,
171,itoman,JP,26.1247,127.6694,26.43,92,75,8.23,1681954532
172,port alfred,ZA,-33.5906,26.891,25.79,40,84,4.24,1681954533
173,'ohonua,,,,,,,,
174,touros,BR,-5.1989,-35.4608,26.26,84,41,4,1681954326
175,natal,BR,-5.795,-35.2094,26.36,89,20,2.06,1681954534
176,fort st. john,CA,56.2499,-120.8529,4.94,60,100,3.6,1681954534
177,puerto ayora,EC,-0.7393,-90.3518,23.64,100,100,2.65,1681954535
178,gobernador virasora,AR,-28.05,-56.0333,15.29,66,34,1.58,1681954535
179,traverse city,US,44.7631,-85.6206,4.11,88,100,3.09,1681954536
180,nelson bay,AU,-32.7167,152.15,19.03,98,100,4.47,1681954536
181,tazovsky,RU,67.4667,78.7,-10.7,95,95,2.26,1681954313
182,carnarvon,AU,-24.8667,113.6333,26.29,38,23,7.9,1681954300
183,oyama,JP,36.3,139.8,21.44,47,0,1.93,1681954537
184,pandan,PH,14.0453,124.1694,29.51,72,10,2.92,1681954366
185,aitape,PG,-3.1374,142.3475,26,91,100,4.14,1681954538
186,abepura,ID,-2.6333,140.5833,27.45,78,40,1.54,1681954538
187,greymouth,NZ,-42.4667,171.2,17.32,59,98,1.41,1681954539
188,galveston,US,29.3669,-94.9669,24.06,84,0,5.14,1681954539
189,kargasok,RU,59.0556,80.8572,-3.55,92,100,3.08,1681954381
190,gaozhou,CN,21.9392,110.8461,30.27,68,32,1.91,1681954540
191,suva,FJ,-18.1416,178.4415,28.71,79,75,4.12,1681954541
192,amuntai,ID,-2.4177,115.2494,30.73,65,13,1.24,1681954541
193,menongue,AO,-14.6585,17.691,16.29,74,28,1.4,1681954460
194,bengkulu,ID,-3.8004,102.2655,24.92,90,100,2.02,1681954542
195,douglas,US,41.3,-96.167,21.61,76,0,4.12,1681954278
196,manuel ojinaga,,,,,,,,
197,kruisfontein,ZA,-34.0033,24.7314,17.15,62,100,1.73,1681954542
198,nambucca heads,AU,-30.65,153,23.33,51,46,6.17,1681954542
199,uturoa,PF,-16.7333,-151.4333,28.24,78,100,6.33,1681954311
200,callao,PE,-12.0667,-77.15,24.29,69,0,8.23,1681954418
201,zyryanovsk,KZ,49.7386,84.2719,-9.22,92,93,0.11,1681954543
202,tame,CO,6.461,-71.73,25.14,66,88,2.16,1681954543
203,sabt alalayah,,,,,,,,
204,albacete,ES,38.8333,-2,10.45,54,0,3.09,1681953970
205,yemetsk,RU,63.4721,41.7941,0.53,99,100,2.14,1681954544
206,okha,RU,53.5739,142.9478,0.15,83,71,2.29,1681954193
207,anadyr,RU,64.75,177.4833,-1.72,74,20,5,1681954321
208,aldinga beach,AU,-35.2793,138.4604,19.14,60,98,3.79,1681954545
209,rongelap,MH,11.1635,166.8941,26.63,80,99,9.2,1681954444
210,iqaluit,CA,63.7506,-68.5145,-6.15,85,100,4.63,1681954172
211,fallon,US,39.4735,-118.7774,11.93,21,20,6.69,1681954266
212,kuta,ID,-8.7233,115.1723,26.97,88,75,5.36,1681954324
213,ornskoldsvik,SE,63.2909,18.7153,4.53,87,20,2.57,1681954546
214,tarawa,KI,1.419,172.984,32.05,66,20,5.66,1681954460
215,dudinka,RU,69.4058,86.1778,-14.1,96,98,2.58,1681954307
216,eyl,SO,7.9803,49.8164,26.98,73,100,3.39,1681954412
217,coquimbo,CL,-29.9533,-71.3436,13.85,88,0,1.03,1681954348
218,mar del plata,AR,-38.0023,-57.5575,11.64,84,40,2.06,1681954440
219,nogliki,RU,51.8333,143.1667,1.37,89,91,2.35,1681954547
220,pontes e lacerda,BR,-15.2261,-59.3353,21.97,99,100,1.64,1681954547
221,fale old settlement,TK,-9.3852,-171.2468,28.39,69,42,2.01,1681954547
222,uruacu,BR,-14.5247,-49.1408,21.5,95,100,0.1,1681954547
223,tsiombe,MG,-25.3,45.4833,21.25,96,85,2.8,1681954396
224,puerto san carlos,,,,,,,,
225,mandalgovi,MN,45.7625,106.2708,0.92,12,6,3.73,1681954548
226,hirara,JP,24.8,125.2833,26.15,89,75,11.83,1681954084
227,bardai,NG,11.65,7.2333,25.55,59,100,3.59,1681954337
228,quellon,CL,-43.1167,-73.6167,12.14,100,100,0,1681954387
229,oltinko'l,UZ,40.8011,72.1634,12.57,36,98,0.8,1681954549
230,asekeyevo,RU,53.5742,52.7972,6.61,52,39,1.76,1681954549
231,am djarass,,,,,,,,
232,ebon,MH,4.582,168.6964,28.37,77,99,4.95,1681954550
233,san patricio,US,28.017,-97.5169,24.53,85,63,6.23,1681954550
234,galesong,ID,-5.3166,119.3661,30.01,72,22,0.6,1681954550
235,jincheng,CN,35.5022,112.8328,25.1,49,0,2.54,1681954550
236,tilcara,AR,-23.5776,-65.3509,4.21,85,20,0.61,1681954551
237,mount isa,AU,-20.7333,139.5,26.87,28,0,6.69,1681954551
238,gangneung,KR,37.7556,128.8961,24.31,67,23,4.69,1681954551
239,sokur,RU,55.2093,83.319,-3.8,83,100,4.42,1681954551
240,anshun,CN,26.25,105.9333,22.22,65,17,5.71,1681954552
241,saudarkrokur,IS,65.7461,-19.6394,7.75,79,89,5.72,1681954552
242,sao vicente,BR,-23.9631,-46.3919,24.1,26,20,3.61,1681954552
243,yuzhno-kurilsk,RU,44.0306,145.8556,7.09,75,91,3.84,1681954441
244,comodoro rivadavia,AR,-45.8667,-67.5,19.92,42,0,7.2,1681954553
245,kaifeng,CN,34.7911,114.3483,26.59,57,0,1.67,1681954553
246,saraykent,TR,39.6936,35.5111,9.15,81,31,2.94,1681954553
247,alesund,NO,62.4723,6.1549,7.41,92,20,5.66,1681954553
248,abong mbang,CM,3.9833,13.1833,20.15,96,100,1.17,1681954554
249,east london,ZA,-33.0153,27.9116,28.44,25,75,6.09,1681954554
250,shangri-la,,,,,,,,
251,guerrero negro,MX,27.9769,-114.0611,14.07,79,34,9.56,1681954555
252,pagar alam,ID,-4.0167,103.2667,22.75,94,100,0.72,1681954555
253,vorgashor,RU,67.5833,63.95,-5.22,96,100,4.3,1681954342
254,iskateley,RU,67.6803,53.1512,0.35,96,100,5.27,1681954375
255,sovetskaya gavan',RU,48.9723,140.2878,6.58,65,100,3.87,1681954555
256,banda aceh,ID,5.5577,95.3222,27.78,77,100,2.83,1681954556
257,tocopilla,CL,-22.092,-70.1979,20.01,74,39,0.96,1681954322
258,cidade velha,CV,14.9167,-23.6167,23.26,68,75,6.17,1681954556
259,birjand,IR,32.8663,59.2211,5.26,30,0,4.12,1681954556
260,taltal,CL,-25.4,-70.4833,17.96,83,21,0.7,1681954556
261,wurtulla,AU,-26.7568,153.1256,24.61,59,94,3.13,1681954557
262,mirnyy,RU,62.5353,113.9611,-5.98,41,100,4.92,1681954557
263,sao felix do xingu,BR,-6.6447,-51.995,22.46,97,100,0.26,1681954557
264,hit,IQ,33.6416,42.8251,24.86,29,63,2.1,1681954540
265,chichiriviche,VE,10.9333,-68.2772,25.19,84,82,5.02,1681954404
266,ferozepore,IN,30.9167,74.6,23.54,57,1,2.46,1681954558
267,kodiak,US,57.79,-152.4072,6.73,65,100,4.12,1681954332
268,tangalle,LK,6.024,80.7911,26.09,83,38,2.04,1681954558
269,ulsteinvik,NO,62.3432,5.8487,7.4,82,54,4.02,1681954559
270,kirkkonummi,FI,60.1238,24.4385,5.34,75,24,1.22,1681954559
271,sabang,ID,5.8933,95.3214,28.48,74,100,5.15,1681954559
272,sorong,ID,-0.8833,131.25,28.76,71,39,1.99,1681954559
273,hotan,CN,37.0997,79.9269,11.4,46,100,3.18,1681954560
274,pacific grove,US,36.6177,-121.9166,16.32,69,0,7.6,1681954560
275,prado,BR,-17.3411,-39.2208,26.71,89,87,4.63,1681954560
276,ubari,LY,26.5921,12.7805,20.63,19,10,4.9,1681954560
277,madras,IN,13.0878,80.2785,28.99,91,20,4.12,1681954561
278,susuman,RU,62.7833,148.1667,-5.2,73,100,5.49,1681954363
279,newman,US,37.3138,-121.0208,18.13,39,4,3.58,1681954562
280,irymple,AU,-34.25,142.1667,17.27,61,0,0.45,1681954562
281,acarau,BR,-2.8856,-40.12,25.24,87,100,2.73,1681954344
282,shumikha,RU,55.2261,63.2961,2.67,50,100,4.33,1681954563
283,agat village,GU,13.3886,144.6585,31.52,68,40,6.17,1681954564
284,flying fish cove,CX,-10.4217,105.6791,26.87,78,66,8.25,1681954565
285,malpica,ES,43.3228,-8.8105,12.96,78,84,2.68,1681954565
286,arno,SE,60.1167,18.6333,2.66,67,7,1.52,1681954389
287,la peca,PE,-5.6111,-78.435,20.36,93,100,1.93,1681954566
288,aasiaat,GL,68.7098,-52.8699,-17.26,99,45,1.54,1681954383
289,honiton,GB,50.7996,-3.189,7.9,79,0,4.12,1681954567
290,tachilek,,,,,,,,
291,hayma',,,,,,,,
292,keflavik,IS,64.0049,-22.5624,8.24,93,75,9.26,1681954440
293,oranjemund,NA,-28.55,16.4333,14.54,88,99,2.95,1681954423
294,ulladulla,AU,-35.35,150.4667,17.65,66,99,3.59,1681954570
295,rabigh,SA,22.7986,39.0349,28.38,53,0,1.5,1681954571
296,novokruchininskiy,RU,51.7833,113.7667,-7.15,45,100,9.16,1681954572
297,sechura,PE,-5.5569,-80.8222,27.62,65,90,5.8,1681954572
298,manavalakurichi,IN,8.1333,77.3,28.29,78,20,3.03,1681954573
299,governor's harbour,,,,,,,,
300,khovd,MN,48.0056,91.6419,0.09,22,0,4.06,1681954574
301,richards bay,ZA,-28.783,32.0377,19,87,0,5.62,1681954454
302,nuuk,GL,64.1835,-51.7216,-0.66,86,100,3.6,1681954235
303,wattegama,LK,6.7989,81.4808,27.37,74,28,1.81,1681954575
304,cave creek,US,33.8333,-111.9508,23.37,14,57,2.68,1681954576
305,chiat'ura,,,,,,,,
306,northam,GB,51.0333,-4.2167,7.56,73,5,8.99,1681954577
307,ust-nera,RU,64.5667,143.2,-4.86,83,100,4,1681954301
308,cill airne,IE,52.05,-9.5167,8.92,93,74,3.69,1681954577
309,evanston,US,42.0411,-87.6901,10.98,66,100,9.26,1681954578
310,island harbour,GB,50.724,-1.2758,8.29,83,14,4.02,1681954578
311,barreiras,BR,-12.1528,-44.99,22.65,80,97,0.27,1681954579
312,buchanan,LR,5.8808,-10.0467,24.04,88,100,2.27,1681954579
313,gisborne,NZ,-38.6533,178.0042,21.93,66,46,2.91,1681954580
314,khuzdar,PK,27.7384,66.6434,16.56,19,2,4.17,1681954580
315,leninskoye,KZ,41.7589,69.3864,8.73,63,0,1.21,1681954580
316,sisimiut,GL,66.9395,-53.6735,-8.35,82,90,3.74,1681954581
317,clitheroe,GB,53.8667,-2.4,7.06,81,0,5.8,1681954581
318,arkhangel'sk,RU,64.5401,40.5433,2.06,100,100,3,1681954582
319,macas,EC,-2.3167,-78.1167,20.09,97,100,1.03,1681954582
320,tindouf,DZ,27.6711,-8.1474,16.26,63,38,9.06,1681954369
321,sao joao da barra,BR,-21.6403,-41.0511,23.1,90,100,2.39,1681954583
322,isangel,VU,-19.55,169.2667,28.26,64,78,1.13,1681954584
323,kingscliff,AU,-28.2667,153.5667,25.96,46,80,7.2,1681954584
324,kelso,US,46.1468,-122.9084,10.98,83,75,2.57,1681954585
325,jiwani,PK,25.05,61.7417,25.43,79,95,4.66,1681954585
326,praia da vitoria,PT,38.7333,-27.0667,11.14,87,40,6.95,1681954318
327,freetown,SL,8.484,-13.2299,26.84,74,20,4.63,1681954480
328,puerto armuelles,PA,8.2833,-82.8667,27.99,81,77,1.77,1681954586
329,trinity beach,AU,-16.7888,145.6968,30.56,54,97,9.26,1681954587
330,phan rang-thap cham,VN,11.5667,108.9833,31.96,58,19,2.97,1681954588
331,lisala,CD,2.15,21.5167,21.63,91,89,0.44,1681954429
332,muravlenko,RU,63.7898,74.523,-7.48,96,94,3.29,1681954588
333,amalapuram,IN,16.5833,82.0167,29.75,65,6,2.44,1681954589
334,waliso,ET,8.5333,37.9833,16.83,66,100,0.65,1681954589
335,benguela,AO,-12.5763,13.4055,26.82,82,59,1.16,1681954590
336,vostochnyy,RU,55.8167,37.8667,5.61,56,81,2.55,1681954590
337,ta`u,AS,-14.2336,-169.5144,28.51,77,96,8.75,1681954364
338,takamaka,,,,,,,,
339,maevatanana,,,,,,,,
340,zaragoza,ES,41.6561,-0.8773,14.45,62,0,2.06,1681954356
341,kalix,SE,65.853,23.1565,1.19,100,100,2.12,1681954592
342,lata,PT,40.1629,-8.3327,12.73,93,50,0.89,1681954359
343,iwade,JP,34.25,135.3167,24.16,66,63,3.6,1681954593
344,iskushuban,SO,10.2837,50.23,23.26,86,16,1.4,1681954593
345,mount gambier,AU,-37.8333,140.7667,16.65,70,100,3.81,1681954351
346,port lincoln,AU,-34.7333,135.8667,17.31,56,92,3.12,1681954594
347,mount pearl,CA,47.5166,-52.7813,1.58,95,100,6.17,1681954476
348,hithadhoo,MV,-0.6,73.0833,28.56,71,100,2.25,1681954362
349,wellington,NZ,-41.2866,174.7756,19.48,93,100,9.26,1681954481
350,alaca,TR,40.1683,34.8425,8.41,89,12,0.96,1681954596
351,portland,US,45.5234,-122.6762,10.53,71,82,4.47,1681954269
352,calvinia,ZA,-31.4707,19.776,12.27,48,100,2.76,1681954596
353,saint-joseph,RE,-21.3667,55.6167,24.21,82,26,5.21,1681954597
354,xingtai,CN,37.0631,114.4942,24.29,27,3,10.17,1681954597
355,akonolinga,CM,3.7667,12.25,20.38,99,87,0.77,1681954597
356,piacabucu,BR,-10.4056,-36.4344,26.9,81,6,5.49,1681954475
357,luba,GQ,3.4568,8.5547,26.75,85,95,1.2,1681954598
358,urengoy,RU,65.9667,78.3667,-10.11,94,71,1.66,1681954459
359,usinsk,RU,65.9939,57.5281,-1.69,96,100,6.41,1681954599
360,la passe,FR,45.5549,-0.8967,13.13,92,6,4.14,1681954599
361,whakatane,NZ,-37.9585,176.9854,21.6,78,80,2.53,1681954599
362,west bay,KY,19.3667,-81.4167,27.78,81,20,2.57,1681954600
363,shikhany,RU,52.1167,47.2167,6.21,53,86,2.23,1681954600
364,san luis de la loma,MX,17.2706,-100.8939,26.16,74,49,2.75,1681954600
365,masvingo,ZW,-20.0637,30.8277,12.34,91,0,1.61,1681954600
366,mahanoro,MG,-19.9,48.8,22.75,92,13,2.18,1681954600
367,margaret river,AU,-33.95,115.0667,19.36,45,0,4.18,1681954601
368,prince george,CA,53.9166,-122.753,11.69,25,40,3.6,1681954601
